U+2B820,𫠠,8,0,0,,,2,55 61,,㇂一,,,
U+2B821,𫠡,8,0,0,,,4,0,,𠆣丨 一个,,,
U+2B822,𫠢,8,0,0,,,5,0,,⺊亍 上丁,,,
U+2B823,𫠣,8,0,0,,,5,0,,𠃌𠃊一八,,,
U+2B824,𫠤,8,0,0,,,6,0,,龶勹 土方 𰀁万,,,
U+2B825,𫠥,8,0,0,ロウ ル,,6,0,,𠃊丙,,,
U+2B826,𫠦,8,0,0,ショ,,7,0,,丅𬼀亇,,,
U+2B827,𫠧,8,0,0,,,7,0,,午下,,,
U+2B828,𫠨,8,0,0,,,7,0,,𠂤一,,,
U+2B829,𫠩,8,0,0,,,7,0,,一𢆶,,,
U+2B82A,𫠪,8,0,0,,,7,0,,以下,,,
U+2B82B,𫠫,8,0,0,,,8,0,,不元 丕兀,,,
U+2B82C,𫠬,8,0,0,,,8,0,,不中,,,
U+2B82D,𫠭,8,0,0,,,8,0,,不不,,,
U+2B82E,𫠮,8,0,0,,,9,0,,至下,,,
U+2B82F,𫠯,8,0,0,,,10,0,,弄下,,,
U+2B830,𫠰,8,0,0,,,10,0,,下我,,,
U+2B831,𫠱,8,0,0,,,10,0,,𣄼正 一昰 亘止,,,
U+2B832,𫠲,8,0,0,,,10,0,,不曲,,,
U+2B833,𫠳,8,0,0,,,11,0,,下侖,,,
U+2B834,𫠴,8,0,0,,,11,0,,丘会,,,
U+2B835,𫠵,8,0,0,,,11,0,,𦣻冄,,,
U+2B836,𫠶,8,0,0,,,12,0,,不肯,,,
U+2B837,𫠷,8,0,0,,,13,0,,上俸,,,
U+2B838,𫠸,8,0,0,,,13,0,,上消,,,
U+2B839,𫠹,8,0,0,,,13,0,,上能,,,
U+2B83A,𫠺,8,0,0,,,13,0,,上恳,,,
U+2B83B,𫠻,8,0,0,,,13,0,,不信,,,
U+2B83C,𫠼,8,0,0,,,13,0,,上捉,,,
U+2B83D,𫠽,8,0,0,,,14,0,,上情,,,
U+2B83E,𫠾,8,0,0,,,15,0,,𰀉囗貝,,,
U+2B83F,𫠿,8,0,0,,,15,0,,上登,,,
U+2B840,𫡀,8,0,0,,,16,0 209,,並斉,,,
U+2B841,𫡁,8,0,0,,,18,0,,兼並,,,
U+2B842,𫡂,8,0,0,,,18,0,,兼並,,,
U+2B843,𫡃,8,0,0,,,3,1,,⺊丨 〢一,,,
U+2B844,𫡄,8,0,0,,,3,1,,乃丨,,,
U+2B845,𫡅,8,0,0,,,4,1,,丩丩,,,
U+2B846,𫡆,8,0,0,,,7,1,,㠯一一,,,
U+2B847,𫡇,8,0,0,,,8,1,,分中,,,
U+2B848,𫡈,8,0,0,,,10,1,,〢幸,,,
U+2B849,𫡉,8,0,0,,,10,1,,字中,,,
U+2B84A,𫡊,8,0,0,,,14,1,,〢𪯎,,,
U+2B84B,𫡋,8,0,0,,,17,1,,二〢二一井丮,,,
U+2B84C,𫡌,8,0,0,,,15,1,,串卷,,,
U+2B84D,𫡍,8,0,0,,,20,1,,雉串,,,
U+2B84E,𫡎,8,0,0,,,22,1,,磊串,,,
U+2B84F,𫡏,8,0,0,,,3,3 65,,𠂉丿,,,
U+2B850,𫡐,8,0,0,,,5,3,,乃亇,,,
U+2B851,𫡑,8,0,0,,,6,3,,亻从 人𠆧,,,
U+2B852,𫡒,8,0,0,,,6,3,,丿冂一十,,,
U+2B853,𫡓,8,0,0,,,6,3,,⺈小丿,,,
U+2B854,𫡔,8,0,0,,,7,3,,亇丐,,,
U+2B855,𫡕,8,0,0,,,8,3,,丿求,,,
U+2B856,𫡖,8,0,0,,,8,3,,𡈼丮,,,
U+2B857,𫡗,8,0,0,,,8,3,,丰丮,,,
U+2B858,𫡘,8,0,0,,,8,3,,壬夬 𡈼夬,,,
U+2B859,𫡙,8,0,0,,,9,3,,千丠 乖一,,,
U+2B85A,𫡚,8,0,0,,,9,3,,𠂤于,,,
U+2B85B,𫡛,8,0,0,,,9,3,,夷之,,,
U+2B85C,𫡜,8,0,0,,,10,3,,𠂤𠂔,,,
U+2B85D,𫡝,8,0,0,,,11,3,,乃是,,,
U+2B85E,𫡞,8,0,0,,,12,3,,𠂤𬔖,,,
U+2B85F,𫡟,8,0,0,,,15,3,,無亡,,,
U+2B860,𫡠,8,0,0,,,15,3,,久買,,,
U+2B861,𫡡,8,0,0,,,28,3,,喬豫,,,
U+2B862,𫡢,8,0,0,,,4,4,,乙土,,,
U+2B863,𫡣,8,0,0,,,5,4,,乙攵,,,
U+2B864,𫡤,8,0,0,,あつまる,6,4,,九九九,,,
U+2B865,𫡥,8,0,0,,,7,4,,乙合,,,
U+2B866,𫡦,8,0,0,,,7,4,,㐱九,,,
U+2B867,𫡧,8,0,0,,,7,4,,㇈丢,,,
U+2B868,𫡨,8,0,0,,,8,4,,乙求,,,
U+2B869,𫡩,8,0,0,,,9,4,,也也也,,,
U+2B86A,𫡪,8,0,0,,,10,4,,㇈某,,,
U+2B86B,𫡫,8,0,0,,,10,4,,乙南,,,
U+2B86C,𫡬,8,0,0,,,10,4,,丸呙,,,
U+2B86D,𫡭,8,0,0,,,11,4,,土㇈里 ㇈埋,,,
U+2B86E,𫡮,8,0,0,,,10,4,,辶𥸦 ㇈迷,,,
U+2B86F,𫡯,8,0,0,,,13,4,,𠦝㇈月 ㇈朝,,,
U+2B870,𫡰,8,0,0,,,13,4,,九百十千,,,
U+2B871,𫡱,8,0,0,,,6,6,,双二,,,
U+2B872,𫡲,8,0,0,,,7,6,,五下,,,
U+2B873,𫡳,8,0,0,,,8,6,,井丮,,,
U+2B874,𫡴,8,0,0,,,11,6,,一文目一,,,
